locality_name,region_name,price,value_per_sqft,area,construction_status,house_type,total_rooms,total_beds,new_resale,age
Thane West, Mumbai,11000000.0,13750,800,Under Construction,Apartment,3,1,New,1.0
Thane West, Mumbai,20000000.0,12285,1628,Ready to move,Apartment,5,3,old,5.5
Thane West, Mumbai,53500000.0,16855,3174,Ready to move,Apartment,6,4,old,1.5
Thane West, Mumbai,17500000.0,14000,1250,Ready to move,Apartment,5,3,old,5.5
Thane West, Mumbai,17500000.0,14000,1250,Ready to move,Apartment,4,2,old,5.5
Thane West, Mumbai,20000000.0,12285,1628,Ready to move,Apartment,5,3,old,5.5
Thane West, Mumbai,17500000.0,14000,1250,Ready to move,Apartment,4,2,old,5.5
Badlapur East, Mumbai,2200000.0,3728,590,Ready to move,Apartment,3,1,old,1.5
Thane West, Mumbai,20000000.0,12121,1650,Ready to move,Apartment,5,3,old,9.5
Thane West, Mumbai,6300000.0,11454,550,Under Construction,Apartment,3,1,New,1.0
Thane West, Mumbai,9400000.0,11463,820,Under Construction,Apartment,4,2,New,1.0
Thane West, Mumbai,7900000.0,11969,660,Under Construction,Apartment,4,2,New,1.0
Thane West, Mumbai,6300000.0,12115,520,Under Construction,Apartment,3,1,New,1.0
Thane West, Mumbai,5800000.0,12210,475,Under Construction,Apartment,3,1,New,1.0
Thane West, Mumbai,27000000.0,17419,1550,Ready to move,Apartment,5,3,old,9.5
Thane West, Mumbai,16000000.0,10443,1532,Ready to move,Apartment,5,3,old,1.5
Thane West, Mumbai,17500000.0,10606,1650,Ready to move,Apartment,5,3,old,1.5
Thane West, Mumbai,27500000.0,12500,2200,Ready to move,Apartment,6,4,old,5.5
Santacruz East, Mumbai,35000000.0,38888,900,Ready to move,Apartment,4,2,old,10.5
Santacruz East, Mumbai,23000000.0,26900,855,Ready to move,Apartment,4,2,old,1.5
Thane West, Mumbai,31000000.0,13191,2350,Ready to move,Apartment,6,4,old,5.5
Thane West, Mumbai,67500000.0,19176,3520,Ready to move,Apartment,6,4,old,1.5
Thane West, Mumbai,35500000.0,16904,2100,Ready to move,Apartment,5,3,old,1.5
Thane West, Mumbai,32500000.0,15116,2150,Ready to move,Apartment,5,3,old,1.5
Thane West, Mumbai,14500000.0,13615,1065,Ready to move,Apartment,4,2,old,10.5
Thane West, Mumbai,19000000.0,11585,1640,Ready to move,Apartment,5,3,old,1.5
Thane West, Mumbai,31000000.0,13191,2350,Ready to move,Apartment,6,4,old,1.5
Thane West, Mumbai,16000000.0,10443,1532,Ready to move,Apartment,5,3,old,1.5
Thane West, Mumbai,32500000.0,15116,2150,Ready to move,Apartment,5,3,old,1.5
Thane West, Mumbai,17500000.0,10606,1650,Ready to move,Apartment,5,3,old,1.5
Thane West, Mumbai,20000000.0,12121,1650,Ready to move,Apartment,5,3,old,5.5
Thane West, Mumbai,19000000.0,11515,1650,Ready to move,Apartment,5,3,old,10.5
Lower Parel, Mumbai,65000000.0,43218,1504,Ready to move,Apartment,5,3,old,2.5
Gotal Pajri, Nagpur,2795000.0,2600,1075,Under Construction,Apartment,5,3,New,0.0
Kalyan East, Mumbai,3929999.9999999995,5909,665,Under Construction,Apartment,3,1,New,1.0
Kalyan East, Mumbai,3770000.0000000005,5937,635,Under Construction,Apartment,3,1,New,1.0
Badlapur West, Mumbai,2121000.0,2925,725,Under Construction,Apartment,4,2,New,1.0
Badlapur West, Mumbai,1789999.9999999998,2818,635,Under Construction,Apartment,4,2,New,1.0
Badlapur West, Mumbai,1600000.0,2963,540,Under Construction,Apartment,3,1,New,-3.0
Badlapur West, Mumbai,1480000.0,2989,495,Under Construction,Apartment,3,1,New,1.0
Thane West, Mumbai,26000000.0,10196,2550,Ready to move,Apartment,6,4,old,6.5
Thane West, Mumbai,19000000.0,11515,1650,Ready to move,Apartment,5,3,old,6.5
Thane West, Mumbai,32500000.0,18571,1750,Ready to move,Apartment,6,4,old,6.5
Thane West, Mumbai,45000000.0,17448,2579,Ready to move,Apartment,6,4,old,2.5
Thane West, Mumbai,52500000.0,19811,2650,Ready to move,Apartment,6,4,old,11.5
Thane West, Mumbai,26000000.0,11818,2200,Ready to move,Apartment,6,4,old,6.5
Thane West, Mumbai,14000000.0,12173,1150,Ready to move,Apartment,4,2,old,6.5
Thane West, Mumbai,45000000.0,17448,2579,Ready to move,Apartment,6,4,old,2.5
Thane West, Mumbai,32500000.0,18571,1750,Ready to move,Apartment,5,3,old,11.5
Worli, Mumbai,76000000.0,45618,1666,Ready to move,Apartment,5,3,old,1.5
Worli, Mumbai,100000000.0,33333,3000,Ready to move,Apartment,5,3,old,2.5
Thane West, Mumbai,14500000.0,13181,1100,Ready to move,Apartment,4,2,old,5.5
Thane West, Mumbai,5700000.0,9827,580,Under Construction,Apartment,3,1,New,1.0
Thane West, Mumbai,6000000.0,9677,620,Under Construction,Apartment,3,1,New,1.0
Titwala, Mumbai,2840000.0,4057,700,Under Construction,Apartment,3,1,New,1.0
Titwala, Mumbai,3581000.0,4787,748,Ready to move,Apartment,3,1,old,1.5
Additional M.I.D.C, Mumbai,2626000.0,4077,644,Under Construction,Apartment,3,1,New,1.0
Titwala, Mumbai,3145000.0,3533,890,Under Construction,Apartment,4,2,New,0.0
Titwala, Mumbai,2765000.0,3614,765,Ready to move,Apartment,3,1,old,1.5
Thane West, Mumbai,5900000.0,9409,627,Under Construction,Apartment,3,1,New,-1.0
Thane West, Mumbai,4900000.0,8672,565,Under Construction,Apartment,3,1,New,-1.0
Thane West, Mumbai,31000000.0,13191,2350,Ready to move,Apartment,6,4,old,1.5
Thane West, Mumbai,17500000.0,8633,2027,Ready to move,Apartment,5,3,old,1.5
Juhu Scheme, Mumbai,660000000.0,132000,5000,Ready to move,Apartment,10,8,old,2.5
Thane West, Mumbai,26000000.0,11818,2200,Ready to move,Apartment,6,4,old,6.5
Thane West, Mumbai,52500000.0,19811,2650,Ready to move,Apartment,6,4,old,11.5
Thane West, Mumbai,11500000.0,10798,1065,Ready to move,Apartment,4,2,old,6.5
Thane West, Mumbai,32500000.0,18571,1750,Ready to move,Apartment,5,3,old,11.5
Thane West, Mumbai,25000000.0,17857,1400,Ready to move,Apartment,5,3,old,11.5
Thane West, Mumbai,11500000.0,10798,1065,Ready to move,Apartment,4,2,old,6.5
Thane West, Mumbai,20000000.0,12121,1650,Ready to move,Apartment,5,3,old,6.5
Thane West, Mumbai,80000000.0,13633,5868,Ready to move,Apartment,7,5,old,6.5
Thane West, Mumbai,20000000.0,12121,1650,Ready to move,Apartment,5,3,old,10.5
Thane West, Mumbai,17500000.0,14000,1250,Ready to move,Apartment,4,2,old,5.5
Thane West, Mumbai,35500000.0,16705,2125,Ready to move,Apartment,5,3,old,1.5
Titwala East, Mumbai,3726000.0,6000,621,Ready to move,Apartment,4,2,old,2.5
Ambernath West, Mumbai,3232000.0,3719,869,Ready to move,Apartment,4,2,old,1.5
Thane West, Mumbai,16000000.0,10443,1532,Ready to move,Apartment,5,3,old,1.5
Thane West, Mumbai,45000000.0,17448,2579,Ready to move,Apartment,6,4,old,2.5
Thane West, Mumbai,26000000.0,11818,2200,Ready to move,Apartment,6,4,old,6.5
Santacruz East, Mumbai,30000000.0,30000,1000,Ready to move,Apartment,5,3,old,7.5
Thane West, Mumbai,47500000.0,19791,2400,Ready to move,Apartment,6,4,old,5.5
Thane West, Mumbai,11500000.0,10798,1065,Ready to move,Apartment,4,2,old,5.5
Thane West, Mumbai,11500000.0,10798,1065,Ready to move,Apartment,4,2,old,5.5
Thane West, Mumbai,33500000.0,14692,2280,Ready to move,Apartment,6,4,old,1.5
Thane West, Mumbai,33500000.0,14692,2280,Ready to move,Apartment,6,4,old,1.5
Thane West, Mumbai,12500000.0,12195,1025,Ready to move,Apartment,4,2,old,5.5
Thane West, Mumbai,27500000.0,16176,1700,Ready to move,Apartment,5,3,old,5.5
Thane West, Mumbai,27500000.0,16176,1700,Ready to move,Apartment,5,3,old,5.5
Khar, Mumbai,55000000.0,42307,1300,Ready to move,Apartment,5,3,old,11.5
Worli, Mumbai,90000000.0,37831,2379,Ready to move,Apartment,6,4,old,2.5
Prabhadevi, Mumbai,70000000.0,40000,1750,Ready to move,Apartment,5,3,old,12.0
Thane West, Mumbai,19000000.0,11515,1650,Ready to move,Apartment,5,3,old,10.5
Thane West, Mumbai,20000000.0,12121,1650,Ready to move,Apartment,5,3,old,6.0
Thane West, Mumbai,20000000.0,12121,1650,Ready to move,Apartment,5,3,old,6.0
Thane West, Mumbai,20000000.0,12121,1650,Ready to move,Apartment,5,3,old,6.0
Thane West, Mumbai,17500000.0,15909,1100,Ready to move,Apartment,4,2,old,10.5
Thane West, Mumbai,20000000.0,12121,1650,Ready to move,Apartment,5,3,old,10.5
Thane West, Mumbai,20000000.0,12121,1650,Ready to move,Apartment,5,3,old,10.5
Worli, Mumbai,160000000.0,53333,3000,Ready to move,Apartment,6,4,old,18.5
Juhu, Mumbai,72500000.0,44947,1613,Under Construction,Apartment,5,3,New,-1.0
Juhu, Mumbai,100000000.0,42973,2327,Under Construction,Apartment,6,4,New,0.0
Juhu, Mumbai,72500000.0,48920,1482,Ready to move,Apartment,5,3,old,5.5
Worli, Mumbai,70000000.0,43478,1610,Ready to move,Apartment,5,3,old,11.5
Worli, Mumbai,51500000.0,39615,1300,Ready to move,Apartment,5,3,old,1.5
Worli, Mumbai,115000000.0,37084,3101,Ready to move,Apartment,5,3,old,3.5
Worli, Mumbai,89900000.0,37788,2379,Ready to move,Apartment,6,4,old,1.5
Worli, Mumbai,85000000.0,42500,2000,Ready to move,Apartment,6,4,old,1.5
Worli, Mumbai,46500000.0,44711,1040,Ready to move,Apartment,5,3,old,5.5
worli sea Fase, Mumbai,72500000.0,51785,1400,Ready to move,Apartment,5,3,old,10.5
Lower Parel, Mumbai,42500000.0,40476,1050,Ready to move,Apartment,4,2,old,1.5
Bandra West, Mumbai,125000000.0,54347,2300,Ready to move,Apartment,6,4,old,5.5
Bandra West, Mumbai,27500000.0,49283,558,Ready to move,Apartment,4,2,old,10.5
Thane West, Mumbai,27000000.0,17419,1550,Ready to move,Apartment,5,3,old,10.5
Thane West, Mumbai,17500000.0,14000,1250,Ready to move,Apartment,4,2,old,5.5
Thane West, Mumbai,26500000.0,10392,2550,Ready to move,Apartment,6,4,old,5.5
Thane West, Mumbai,16000000.0,9696,1650,Ready to move,Apartment,5,3,old,5.5
Bandra West, Mumbai,360000000.0,30000,12000,Ready to move,Apartment,10,8,old,3.5
